session_id,timestamp,kpm,inter_key_avg,switch_rate,scroll_velocity,scroll_delta,mouse_entropy,idle_ratio,tab_count,domain_switches,time_of_day,cls_target
sess_0082,2026-05-20T02:11:00+00:00,106.9,,4.37,816.43,94.7,0.73,0.07,14,4.26,0.7518,82.91
sess_0082,2026-05-20T02:12:00+00:00,5.16,,0.07,8.55,1.95,0.26,0.61,9,1.0,0.7071,82.92
sess_0082,2026-05-20T02:13:00+00:00,3.99,,0.08,8.78,1.6,0.26,0.66,9,0.92,0.6593,82.93
sess_0082,2026-05-20T02:14:00+00:00,28.76,,2.0,252.38,27.2,0.38,0.25,5,1.71,0.6088,82.94
sess_0082,2026-05-20T02:15:00+00:00,27.38,,1.8,280.73,30.81,0.37,0.28,5,1.62,0.5556,82.95
sess_0082,2026-05-20T02:16:00+00:00,25.26,,1.66,291.67,25.61,0.4,0.26,4,1.7,0.5,82.96
sess_0082,2026-05-20T02:17:00+00:00,4.33,,0.08,8.19,2.31,0.29,0.66,8,0.8,0.4423,82.97
sess_0082,2026-05-20T02:18:00+00:00,27.5,,1.78,288.02,23.83,0.38,0.26,5,1.93,0.3827,82.98
sess_0082,2026-05-20T02:19:00+00:00,111.43,,4.87,800.83,88.69,0.71,0.08,14,4.4,0.3214,82.99
sess_0083,2026-05-20T02:20:00+00:00,4.96,,0.11,9.28,1.64,0.27,0.63,9,0.89,0.2588,83.0
sess_0083,2026-05-20T02:21:00+00:00,28.97,,1.56,307.05,33.78,0.38,0.28,5,1.91,0.1951,83.01
sess_0083,2026-05-20T02:22:00+00:00,108.82,,4.2,697.05,93.14,0.72,0.07,13,4.77,0.1305,83.02
sess_0083,2026-05-20T02:23:00+00:00,4.94,,0.09,8.9,1.93,0.26,0.65,8,0.89,0.0654,83.03
sess_0083,2026-05-20T02:24:00+00:00,111.82,,4.65,831.01,89.71,0.74,0.07,14,4.2,0.0,83.04
sess_0083,2026-05-20T02:25:00+00:00,25.13,,1.77,261.0,26.41,0.36,0.28,5,1.77,-0.0654,83.05
sess_0083,2026-05-20T02:26:00+00:00,26.46,,1.97,253.37,30.6,0.34,0.28,5,1.82,-0.1305,83.06
sess_0083,2026-05-20T02:27:00+00:00,2.85,,0.12,9.53,1.51,0.27,0.65,9,1.03,-0.1951,83.07
sess_0083,2026-05-20T02:28:00+00:00,109.13,,4.16,796.62,87.75,0.74,0.07,13,4.78,-0.2588,83.08
sess_0083,2026-05-20T02:29:00+00:00,113.02,,4.33,715.43,95.98,0.71,0.08,14,4.75,-0.3214,83.09
sess_0083,2026-05-20T02:30:00+00:00,5.2,,0.1,9.18,2.01,0.3,0.64,9,0.92,-0.3827,83.1
sess_0083,2026-05-20T02:31:00+00:00,111.15,,4.77,659.63,96.06,0.72,0.07,13,4.72,-0.4423,83.11
sess_0083,2026-05-20T02:32:00+00:00,5.52,,0.11,9.32,2.05,0.29,0.63,9,0.91,-0.5,83.12
sess_0083,2026-05-20T02:33:00+00:00,110.17,,4.73,734.4,103.27,0.73,0.07,14,4.44,-0.5556,83.13
sess_0083,2026-05-20T02:34:00+00:00,29.97,,1.75,247.8,32.32,0.35,0.31,5,1.75,-0.6088,83.14
sess_0083,2026-05-20T02:35:00+00:00,4.44,,0.1,8.71,1.36,0.27,0.64,9,0.97,-0.6593,83.15
sess_0083,2026-05-20T02:36:00+00:00,114.61,,4.38,730.05,93.75,0.73,0.07,14,4.46,-0.7071,83.16
sess_0083,2026-05-20T02:37:00+00:00,5.44,,0.11,9.01,2.3,0.26,0.63,8,0.83,-0.7518,83.17
sess_0083,2026-05-20T02:38:00+00:00,107.49,,4.38,744.05,94.66,0.73,0.07,14,4.76,-0.7934,83.18
sess_0083,2026-05-20T02:39:00+00:00,4.66,,0.1,7.77,2.32,0.28,0.63,9,0.95,-0.8315,83.19
sess_0083,2026-05-20T02:40:00+00:00,5.56,,0.09,8.26,1.9,0.27,0.63,9,0.89,-0.866,83.2
sess_0083,2026-05-20T02:41:00+00:00,28.35,,1.85,280.15,28.18,0.35,0.28,5,1.99,-0.8969,83.21
sess_0083,2026-05-20T02:42:00+00:00,4.43,,0.1,8.96,1.69,0.26,0.63,8,0.88,-0.9239,83.22
sess_0083,2026-05-20T02:43:00+00:00,5.71,,0.08,10.4,2.18,0.28,0.64,9,0.91,-0.9469,83.23
sess_0083,2026-05-20T02:44:00+00:00,26.23,,1.76,272.36,30.38,0.34,0.28,5,1.98,-0.9659,83.24
sess_0083,2026-05-20T02:45:00+00:00,106.38,,4.71,760.51,96.52,0.74,0.07,14,4.8,-0.9808,83.25
sess_0083,2026-05-20T02:46:00+00:00,112.1,,4.98,732.1,104.39,0.73,0.08,14,4.71,-0.9914,83.26
sess_0083,2026-05-20T02:47:00+00:00,103.31,,4.68,648.95,95.61,0.73,0.06,14,4.42,-0.9979,83.27
sess_0083,2026-05-20T02:48:00+00:00,28.2,,1.88,274.26,27.42,0.35,0.26,5,1.79,-1.0,83.28
sess_0083,2026-05-20T02:49:00+00:00,4.9,,0.11,7.65,1.9,0.27,0.64,8,0.97,-0.9979,83.29
sess_0083,2026-05-20T02:50:00+00:00,3.24,,0.09,9.28,2.64,0.28,0.66,8,0.91,-0.9914,83.3
sess_0083,2026-05-20T02:51:00+00:00,5.27,,0.11,9.62,1.32,0.27,0.66,8,1.01,-0.9808,83.31
sess_0083,2026-05-20T02:52:00+00:00,4.86,,0.06,9.09,1.7,0.27,0.67,9,0.94,-0.9659,83.32
sess_0083,2026-05-20T02:53:00+00:00,25.27,,1.82,285.18,28.13,0.36,0.28,5,1.86,-0.9469,83.33
sess_0083,2026-05-20T02:54:00+00:00,29.13,,1.76,296.94,28.27,0.39,0.26,6,1.62,-0.9239,83.34
sess_0083,2026-05-20T02:55:00+00:00,108.83,,4.83,748.87,90.68,0.74,0.08,13,4.65,-0.8969,83.35
sess_0083,2026-05-20T02:56:00+00:00,4.55,,0.1,9.91,1.54,0.28,0.68,9,0.86,-0.866,83.36
sess_0083,2026-05-20T02:57:00+00:00,26.41,,1.69,276.26,16.58,0.35,0.29,5,1.69,-0.8315,83.37
sess_0083,2026-05-20T02:58:00+00:00,30.86,,1.91,263.91,26.75,0.35,0.32,5,1.72,-0.7934,83.38
sess_0083,2026-05-20T02:59:00+00:00,113.25,,4.59,677.92,104.84,0.72,0.08,13,5.12,-0.7518,83.39
sess_0083,2026-05-20T03:00:00+00:00,4.69,,0.1,8.0,2.18,0.26,0.65,9,0.97,-0.7071,83.4
sess_0083,2026-05-20T03:01:00+00:00,26.66,,1.86,274.28,28.52,0.35,0.27,5,1.79,-0.6593,83.41
sess_0083,2026-05-20T03:02:00+00:00,4.35,,0.06,9.03,1.56,0.28,0.67,9,0.99,-0.6088,83.42
sess_0083,2026-05-20T03:03:00+00:00,110.86,,5.03,691.04,91.42,0.73,0.08,14,4.18,-0.5556,83.43
sess_0083,2026-05-20T03:04:00+00:00,23.98,,1.78,272.93,31.1,0.36,0.27,5,1.89,-0.5,83.44
sess_0083,2026-05-20T03:05:00+00:00,110.08,,4.29,659.11,90.83,0.75,0.07,13,4.71,-0.4423,83.45
sess_0083,2026-05-20T03:06:00+00:00,27.16,,1.84,260.23,31.09,0.39,0.27,5,1.84,-0.3827,83.46
sess_0083,2026-05-20T03:07:00+00:00,117.09,,4.93,690.97,86.34,0.75,0.07,14,4.26,-0.3214,83.47
sess_0083,2026-05-20T03:08:00+00:00,109.89,,4.52,745.14,86.67,0.73,0.07,13,4.79,-0.2588,83.48
sess_0083,2026-05-20T03:09:00+00:00,111.8,,4.52,768.97,99.67,0.74,0.07,14,4.33,-0.1951,83.49
sess_0083,2026-05-20T03:10:00+00:00,105.63,,4.97,713.31,99.27,0.74,0.07,14,4.49,-0.1305,83.5
sess_0083,2026-05-20T03:11:00+00:00,105.67,,4.68,790.3,93.87,0.74,0.07,14,4.67,-0.0654,83.51
sess_0083,2026-05-20T03:12:00+00:00,109.11,,4.5,750.37,83.22,0.74,0.07,12,4.65,0.0,83.52
sess_0083,2026-05-20T03:13:00+00:00,5.22,,0.09,10.33,2.0,0.28,0.65,9,0.88,0.0654,83.53
sess_0083,2026-05-20T03:14:00+00:00,112.29,,4.43,731.46,85.19,0.71,0.07,13,4.47,0.1305,83.54
sess_0083,2026-05-20T03:15:00+00:00,114.7,,4.35,807.04,94.22,0.75,0.06,13,4.62,0.1951,83.55
sess_0083,2026-05-20T03:16:00+00:00,115.37,,4.52,706.55,85.08,0.73,0.07,12,4.46,0.2588,83.56
sess_0083,2026-05-20T03:17:00+00:00,5.33,,0.1,8.76,2.04,0.27,0.64,9,1.01,0.3214,83.57
sess_0083,2026-05-20T03:18:00+00:00,27.23,,1.71,263.88,29.18,0.41,0.28,5,1.72,0.3827,83.58
sess_0083,2026-05-20T03:19:00+00:00,26.92,,2.01,249.56,36.7,0.39,0.26,5,1.75,0.4423,83.59
sess_0083,2026-05-20T03:20:00+00:00,30.01,,1.79,276.76,24.3,0.34,0.26,5,1.8,0.5,83.6
sess_0083,2026-05-20T03:21:00+00:00,103.64,,4.2,713.21,95.28,0.72,0.07,13,4.71,0.5556,83.61
sess_0083,2026-05-20T03:22:00+00:00,108.13,,4.77,745.68,86.71,0.73,0.08,14,4.71,0.6088,83.62
sess_0083,2026-05-20T03:23:00+00:00,105.63,,5.13,759.3,92.64,0.75,0.08,13,5.05,0.6593,83.63
sess_0083,2026-05-20T03:24:00+00:00,26.75,,1.67,265.86,28.79,0.36,0.3,5,1.55,0.7071,83.64
sess_0083,2026-05-20T03:25:00+00:00,4.86,,0.08,8.55,2.24,0.28,0.66,8,0.87,0.7518,83.65
sess_0083,2026-05-20T03:26:00+00:00,29.95,,1.8,287.03,25.83,0.34,0.25,5,1.84,0.7934,83.66
sess_0083,2026-05-20T03:27:00+00:00,27.53,,2.0,308.63,29.29,0.37,0.27,5,1.5,0.8315,83.67
sess_0083,2026-05-20T03:28:00+00:00,27.96,,1.57,265.14,26.21,0.37,0.27,5,1.84,0.866,83.68
sess_0083,2026-05-20T03:29:00+00:00,109.76,,4.96,690.19,96.14,0.73,0.08,13,4.63,0.8969,83.69
sess_0083,2026-05-20T03:30:00+00:00,31.67,,1.91,267.53,28.62,0.37,0.26,5,1.84,0.9239,83.7
sess_0083,2026-05-20T03:31:00+00:00,27.66,,1.99,275.16,27.66,0.34,0.27,5,1.7,0.9469,83.71
sess_0083,2026-05-20T03:32:00+00:00,5.13,,0.12,10.08,1.68,0.28,0.65,9,0.8,0.9659,83.72
sess_0083,2026-05-20T03:33:00+00:00,5.48,,0.09,8.6,1.77,0.29,0.59,9,1.03,0.9808,83.73
sess_0083,2026-05-20T03:34:00+00:00,4.18,,0.11,8.19,1.42,0.27,0.64,9,1.01,0.9914,83.74
sess_0083,2026-05-20T03:35:00+00:00,4.37,,0.07,8.9,1.18,0.27,0.59,9,1.03,0.9979,83.75
sess_0083,2026-05-20T03:36:00+00:00,4.7,,0.11,9.44,1.83,0.27,0.64,9,0.97,1.0,83.76
sess_0083,2026-05-20T03:37:00+00:00,5.4,,0.1,9.74,1.63,0.29,0.63,8,0.91,0.9979,83.77
sess_0083,2026-05-20T03:38:00+00:00,4.94,,0.11,9.69,1.61,0.29,0.68,8,0.75,0.9914,83.78
sess_0083,2026-05-20T03:39:00+00:00,26.9,,1.94,279.02,28.35,0.36,0.26,5,1.97,0.9808,83.79
sess_0083,2026-05-20T03:40:00+00:00,110.72,,4.14,807.38,94.23,0.74,0.09,14,4.87,0.9659,83.8
sess_0083,2026-05-20T03:41:00+00:00,24.73,,1.94,271.49,30.81,0.38,0.29,4,1.92,0.9469,83.81
sess_0083,2026-05-20T03:42:00+00:00,5.7,,0.1,8.13,1.55,0.27,0.59,9,1.08,0.9239,83.82
sess_0083,2026-05-20T03:43:00+00:00,113.69,,4.56,820.97,96.63,0.74,0.07,14,4.34,0.8969,83.83
sess_0083,2026-05-20T03:44:00+00:00,105.79,,4.53,731.49,70.34,0.77,0.06,13,4.61,0.866,83.84
sess_0083,2026-05-20T03:45:00+00:00,25.62,,1.94,298.5,31.52,0.33,0.26,5,1.78,0.8315,83.85
sess_0083,2026-05-20T03:46:00+00:00,112.45,,4.86,755.36,90.56,0.74,0.08,14,4.2,0.7934,83.86
sess_0083,2026-05-20T03:47:00+00:00,3.98,,0.12,8.94,1.96,0.28,0.62,8,0.83,0.7518,83.87
sess_0083,2026-05-20T03:48:00+00:00,27.06,,1.99,271.24,28.62,0.36,0.28,5,1.72,0.7071,83.88
sess_0083,2026-05-20T03:49:00+00:00,109.67,,4.6,724.54,91.84,0.75,0.08,13,4.62,0.6593,83.89
sess_0083,2026-05-20T03:50:00+00:00,111.96,,4.74,786.28,91.25,0.71,0.07,12,4.81,0.6088,83.9
sess_0083,2026-05-20T03:51:00+00:00,4.16,,0.1,9.86,1.51,0.28,0.64,8,1.06,0.5556,83.91
sess_0083,2026-05-20T03:52:00+00:00,4.83,,0.08,9.42,2.03,0.27,0.66,9,0.85,0.5,83.92
sess_0083,2026-05-20T03:53:00+00:00,114.06,,4.55,746.25,93.05,0.72,0.08,13,4.77,0.4423,83.93
sess_0083,2026-05-20T03:54:00+00:00,29.13,,1.77,245.34,24.25,0.39,0.29,6,1.67,0.3827,83.94
sess_0083,2026-05-20T03:55:00+00:00,4.04,,0.07,7.83,1.59,0.27,0.67,9,0.83,0.3214,83.95
sess_0083,2026-05-20T03:56:00+00:00,30.08,,1.81,259.87,26.57,0.36,0.29,5,1.67,0.2588,83.96
sess_0083,2026-05-20T03:57:00+00:00,113.59,,4.92,769.42,84.58,0.73,0.07,12,4.85,0.1951,83.97
sess_0083,2026-05-20T03:58:00+00:00,24.35,,1.75,266.14,25.88,0.36,0.28,5,2.01,0.1305,83.98
sess_0083,2026-05-20T03:59:00+00:00,4.18,,0.08,10.03,1.51,0.29,0.68,8,0.83,0.0654,83.99
sess_0084,2026-05-20T04:00:00+00:00,27.08,,1.82,285.12,28.54,0.37,0.27,5,1.73,0.0,84.0
sess_0084,2026-05-20T04:01:00+00:00,103.61,,4.6,769.2,84.28,0.76,0.08,13,4.78,-0.0654,84.01
sess_0084,2026-05-20T04:02:00+00:00,4.65,,0.07,8.88,2.45,0.28,0.62,9,0.97,-0.1305,84.02
sess_0084,2026-05-20T04:03:00+00:00,25.44,,1.86,290.92,26.04,0.36,0.29,6,1.82,-0.1951,84.03
sess_0084,2026-05-20T04:04:00+00:00,113.43,,4.63,766.59,93.17,0.73,0.06,13,4.31,-0.2588,84.04
sess_0084,2026-05-20T04:05:00+00:00,107.92,,4.79,733.26,95.41,0.74,0.07,11,4.58,-0.3214,84.05
sess_0084,2026-05-20T04:06:00+00:00,28.18,,2.03,301.57,28.31,0.36,0.29,5,1.88,-0.3827,84.06
sess_0084,2026-05-20T04:07:00+00:00,5.51,,0.11,8.75,1.64,0.25,0.66,9,0.96,-0.4423,84.07
sess_0084,2026-05-20T04:08:00+00:00,5.02,,0.07,8.62,1.79,0.27,0.62,9,0.92,-0.5,84.08
sess_0084,2026-05-20T04:09:00+00:00,5.17,,0.12,9.91,1.56,0.25,0.67,9,0.97,-0.5556,84.09
sess_0084,2026-05-20T04:10:00+00:00,115.82,,4.61,796.09,90.98,0.72,0.08,13,5.09,-0.6088,84.1
sess_0084,2026-05-20T04:11:00+00:00,28.22,,1.81,271.16,26.03,0.39,0.29,5,1.82,-0.6593,84.11
sess_0084,2026-05-20T04:12:00+00:00,110.3,,4.5,767.24,94.88,0.72,0.06,13,4.14,-0.7071,84.12
sess_0084,2026-05-20T04:13:00+00:00,30.5,,1.77,278.76,30.59,0.36,0.28,5,1.98,-0.7518,84.13
sess_0084,2026-05-20T04:14:00+00:00,5.01,,0.09,9.99,1.44,0.27,0.64,9,1.01,-0.7934,84.14
sess_0084,2026-05-20T04:15:00+00:00,5.82,,0.1,8.23,2.26,0.27,0.6,9,0.93,-0.8315,84.15
sess_0084,2026-05-20T04:16:00+00:00,2.99,,0.08,9.46,2.88,0.28,0.62,9,1.13,-0.866,84.16
sess_0084,2026-05-20T04:17:00+00:00,29.32,,1.74,271.73,26.14,0.37,0.27,5,1.72,-0.8969,84.17
sess_0084,2026-05-20T04:18:00+00:00,4.55,,0.07,10.06,1.92,0.26,0.64,8,0.98,-0.9239,84.18
sess_0084,2026-05-20T04:19:00+00:00,119.21,,4.65,819.79,94.56,0.74,0.08,14,4.94,-0.9469,84.19
sess_0084,2026-05-20T04:20:00+00:00,26.51,,2.08,291.18,26.78,0.39,0.27,5,1.89,-0.9659,84.2
sess_0084,2026-05-20T04:21:00+00:00,113.85,,4.36,703.43,92.49,0.76,0.07,12,4.56,-0.9808,84.21
sess_0084,2026-05-20T04:22:00+00:00,29.01,,1.79,266.44,27.66,0.38,0.28,5,1.86,-0.9914,84.22
sess_0084,2026-05-20T04:23:00+00:00,5.05,,0.11,9.62,1.82,0.28,0.64,8,0.95,-0.9979,84.23
sess_0084,2026-05-20T04:24:00+00:00,4.23,,0.11,8.72,1.6,0.26,0.68,8,1.02,-1.0,84.24
sess_0084,2026-05-20T04:25:00+00:00,110.06,,4.77,761.32,96.8,0.74,0.07,14,4.59,-0.9979,84.25
sess_0084,2026-05-20T04:26:00+00:00,117.32,,4.61,708.41,90.49,0.77,0.07,13,4.81,-0.9914,84.26
sess_0084,2026-05-20T04:27:00+00:00,106.08,,4.56,697.78,105.43,0.72,0.07,14,4.61,-0.9808,84.27
sess_0084,2026-05-20T04:28:00+00:00,111.24,,4.75,751.49,90.56,0.74,0.08,13,4.33,-0.9659,84.28
sess_0084,2026-05-20T04:29:00+00:00,20.99,,1.56,281.13,25.76,0.38,0.24,5,1.94,-0.9469,84.29
sess_0084,2026-05-20T04:30:00+00:00,3.33,,0.09,9.83,1.42,0.28,0.62,9,0.99,-0.9239,84.3
sess_0084,2026-05-20T04:31:00+00:00,25.58,,1.86,273.86,30.28,0.37,0.32,5,1.82,-0.8969,84.31
sess_0084,2026-05-20T04:32:00+00:00,4.16,,0.1,8.79,1.59,0.27,0.64,9,0.82,-0.866,84.32
sess_0084,2026-05-20T04:33:00+00:00,25.66,,2.06,257.56,25.93,0.39,0.29,5,1.91,-0.8315,84.33
sess_0084,2026-05-20T04:34:00+00:00,109.74,,4.78,748.92,96.33,0.73,0.07,13,4.46,-0.7934,84.34
sess_0084,2026-05-20T04:35:00+00:00,4.32,,0.09,8.97,1.95,0.29,0.65,9,0.88,-0.7518,84.35
sess_0084,2026-05-20T04:36:00+00:00,4.5,,0.1,9.18,1.18,0.28,0.61,10,0.94,-0.7071,84.36
sess_0084,2026-05-20T04:37:00+00:00,28.07,,1.81,249.69,27.7,0.37,0.25,5,1.75,-0.6593,84.37
sess_0084,2026-05-20T04:38:00+00:00,27.31,,1.97,300.38,25.07,0.37,0.28,5,1.78,-0.6088,84.38
sess_0084,2026-05-20T04:39:00+00:00,2.89,,0.1,8.98,1.96,0.28,0.65,8,0.99,-0.5556,84.39
sess_0084,2026-05-20T04:40:00+00:00,24.5,,1.81,271.53,26.59,0.4,0.26,5,1.82,-0.5,84.4
sess_0084,2026-05-20T04:41:00+00:00,6.87,,0.08,9.48,2.12,0.28,0.63,9,0.86,-0.4423,84.41
sess_0084,2026-05-20T04:42:00+00:00,98.81,,4.94,729.79,106.16,0.73,0.07,12,4.62,-0.3827,84.42
sess_0084,2026-05-20T04:43:00+00:00,4.0,,0.08,9.05,2.02,0.28,0.64,9,0.91,-0.3214,84.43
sess_0084,2026-05-20T04:44:00+00:00,26.66,,1.8,293.01,24.32,0.33,0.27,5,1.86,-0.2588,84.44
sess_0084,2026-05-20T04:45:00+00:00,106.43,,4.74,677.7,91.96,0.74,0.09,13,4.23,-0.1951,84.45
sess_0084,2026-05-20T04:46:00+00:00,26.03,,1.83,267.41,30.99,0.38,0.29,5,1.69,-0.1305,84.46
sess_0084,2026-05-20T04:47:00+00:00,107.28,,4.36,719.64,103.26,0.75,0.06,12,4.81,-0.0654,84.47
sess_0084,2026-05-20T04:48:00+00:00,22.16,,1.95,259.25,27.82,0.36,0.3,5,1.83,0.0,84.48
sess_0084,2026-05-20T04:49:00+00:00,26.36,,1.89,295.89,29.26,0.38,0.28,5,1.88,0.0654,84.49
sess_0084,2026-05-20T04:50:00+00:00,26.03,,1.91,289.37,29.69,0.34,0.26,6,1.95,0.1305,84.5
sess_0084,2026-05-20T04:51:00+00:00,109.14,,4.6,691.62,93.61,0.73,0.07,13,4.4,0.1951,84.51
sess_0084,2026-05-20T04:52:00+00:00,5.66,,0.07,10.03,1.55,0.27,0.67,9,0.86,0.2588,84.52
sess_0084,2026-05-20T04:53:00+00:00,4.12,,0.1,9.95,2.11,0.3,0.63,8,0.9,0.3214,84.53
sess_0084,2026-05-20T04:54:00+00:00,5.02,,0.11,9.0,2.08,0.27,0.65,9,0.9,0.3827,84.54
sess_0084,2026-05-20T04:55:00+00:00,105.22,,4.72,723.28,86.95,0.75,0.07,13,5.11,0.4423,84.55
sess_0084,2026-05-20T04:56:00+00:00,109.54,,4.82,719.05,95.62,0.72,0.07,13,4.62,0.5,84.56
sess_0084,2026-05-20T04:57:00+00:00,28.62,,1.57,286.82,23.84,0.37,0.27,5,1.63,0.5556,84.57
sess_0084,2026-05-20T04:58:00+00:00,104.29,,4.84,765.2,76.73,0.76,0.08,13,4.27,0.6088,84.58
sess_0084,2026-05-20T04:59:00+00:00,111.51,,4.9,710.5,97.63,0.71,0.09,14,4.57,0.6593,84.59
sess_0084,2026-05-20T05:00:00+00:00,27.43,,1.89,309.25,27.06,0.38,0.28,5,1.77,0.7071,84.6
sess_0084,2026-05-20T05:01:00+00:00,28.01,,2.02,272.23,25.02,0.34,0.23,5,1.8,0.7518,84.61
sess_0084,2026-05-20T05:02:00+00:00,25.9,,1.93,262.44,30.26,0.4,0.27,5,1.74,0.7934,84.62
sess_0084,2026-05-20T05:03:00+00:00,5.86,,0.09,9.71,1.78,0.28,0.67,9,0.94,0.8315,84.63
sess_0084,2026-05-20T05:04:00+00:00,26.16,,1.95,281.56,32.65,0.4,0.31,5,1.83,0.866,84.64
sess_0084,2026-05-20T05:05:00+00:00,28.22,,1.86,267.16,30.77,0.38,0.27,5,1.89,0.8969,84.65
sess_0084,2026-05-20T05:06:00+00:00,4.48,,0.12,10.75,2.66,0.28,0.63,8,1.01,0.9239,84.66
sess_0084,2026-05-20T05:07:00+00:00,4.87,,0.11,9.87,2.08,0.26,0.63,8,1.01,0.9469,84.67
sess_0084,2026-05-20T05:08:00+00:00,26.61,,1.75,252.58,25.54,0.34,0.28,5,1.53,0.9659,84.68
sess_0084,2026-05-20T05:09:00+00:00,3.54,,0.12,9.21,1.32,0.28,0.67,8,0.89,0.9808,84.69
sess_0084,2026-05-20T05:10:00+00:00,110.95,,4.83,757.86,93.81,0.74,0.07,13,4.19,0.9914,84.7
sess_0084,2026-05-20T05:11:00+00:00,24.94,,1.69,267.73,21.92,0.38,0.27,5,1.67,0.9979,84.71
sess_0084,2026-05-20T05:12:00+00:00,4.64,,0.07,9.55,0.99,0.28,0.67,8,1.17,1.0,84.72
sess_0084,2026-05-20T05:13:00+00:00,4.29,,0.1,9.29,1.81,0.25,0.65,9,0.91,0.9979,84.73
sess_0084,2026-05-20T05:14:00+00:00,114.73,,4.34,709.19,90.64,0.74,0.07,13,4.46,0.9914,84.74
sess_0084,2026-05-20T05:15:00+00:00,108.78,,5.09,737.79,86.64,0.74,0.07,13,4.4,0.9808,84.75
sess_0084,2026-05-20T05:16:00+00:00,110.52,,4.62,780.47,91.06,0.74,0.08,14,4.38,0.9659,84.76
sess_0084,2026-05-20T05:17:00+00:00,4.23,,0.08,9.56,1.72,0.28,0.66,9,0.99,0.9469,84.77
sess_0084,2026-05-20T05:18:00+00:00,102.23,,4.84,720.58,94.19,0.73,0.07,15,4.64,0.9239,84.78
sess_0084,2026-05-20T05:19:00+00:00,4.03,,0.1,9.85,2.01,0.27,0.64,9,0.97,0.8969,84.79
sess_0084,2026-05-20T05:20:00+00:00,4.93,,0.1,9.84,1.63,0.26,0.63,9,0.93,0.866,84.8
sess_0084,2026-05-20T05:21:00+00:00,110.18,,4.65,724.6,93.34,0.75,0.08,14,5.04,0.8315,84.81
sess_0084,2026-05-20T05:22:00+00:00,2.2,,0.11,9.64,1.6,0.29,0.64,9,0.88,0.7934,84.82
sess_0084,2026-05-20T05:23:00+00:00,114.43,,4.26,772.64,88.35,0.73,0.07,12,4.58,0.7518,84.83
sess_0084,2026-05-20T05:24:00+00:00,4.87,,0.08,9.24,1.61,0.27,0.61,8,0.9,0.7071,84.84
sess_0084,2026-05-20T05:25:00+00:00,112.05,,4.41,723.32,88.76,0.74,0.08,14,4.15,0.6593,84.85
sess_0084,2026-05-20T05:26:00+00:00,110.31,,4.99,765.07,99.67,0.73,0.07,13,4.7,0.6088,84.86
sess_0084,2026-05-20T05:27:00+00:00,3.37,,0.07,9.19,1.97,0.28,0.63,9,0.95,0.5556,84.87
sess_0084,2026-05-20T05:28:00+00:00,4.6,,0.08,8.94,2.34,0.26,0.67,10,0.88,0.5,84.88
sess_0084,2026-05-20T05:29:00+00:00,29.32,,1.72,257.38,23.49,0.36,0.26,5,1.91,0.4423,84.89
sess_0084,2026-05-20T05:30:00+00:00,27.15,,1.96,289.28,33.39,0.36,0.27,5,1.77,0.3827,84.9
sess_0084,2026-05-20T05:31:00+00:00,29.09,,1.71,275.51,28.96,0.36,0.25,5,2.03,0.3214,84.91
sess_0084,2026-05-20T05:32:00+00:00,107.12,,4.67,779.27,76.04,0.73,0.06,13,4.22,0.2588,84.92
sess_0084,2026-05-20T05:33:00+00:00,113.19,,4.89,755.77,90.63,0.74,0.06,13,4.78,0.1951,84.93
sess_0084,2026-05-20T05:34:00+00:00,114.73,,4.83,780.5,96.76,0.76,0.07,13,4.68,0.1305,84.94
sess_0084,2026-05-20T05:35:00+00:00,5.46,,0.09,10.53,1.42,0.28,0.6,9,0.88,0.0654,84.95
sess_0084,2026-05-20T05:36:00+00:00,5.47,,0.08,9.92,1.94,0.3,0.67,9,1.02,0.0,84.96
sess_0084,2026-05-20T05:37:00+00:00,113.43,,4.72,776.14,93.01,0.74,0.08,13,3.62,-0.0654,84.97
sess_0084,2026-05-20T05:38:00+00:00,112.93,,4.57,719.82,94.82,0.74,0.07,13,4.63,-0.1305,84.98
sess_0084,2026-05-20T05:39:00+00:00,108.46,,4.97,710.97,81.13,0.73,0.07,13,4.61,-0.1951,84.99
sess_0085,2026-05-20T05:40:00+00:00,5.14,,0.1,9.7,1.22,0.26,0.58,9,1.07,-0.2588,85.0
sess_0085,2026-05-20T05:41:00+00:00,5.69,,0.08,9.02,1.6,0.27,0.59,9,0.87,-0.3214,85.01
sess_0085,2026-05-20T05:42:00+00:00,4.93,,0.12,9.39,1.63,0.27,0.63,9,0.96,-0.3827,85.02
sess_0085,2026-05-20T05:43:00+00:00,113.86,,4.62,717.38,83.58,0.73,0.08,13,4.72,-0.4423,85.03
sess_0085,2026-05-20T05:44:00+00:00,114.96,,4.89,792.04,97.82,0.71,0.07,13,4.48,-0.5,85.04
sess_0085,2026-05-20T05:45:00+00:00,108.93,,5.22,706.97,85.89,0.75,0.07,14,4.23,-0.5556,85.05
sess_0085,2026-05-20T05:46:00+00:00,5.59,,0.11,9.13,1.28,0.26,0.64,9,0.75,-0.6088,85.06
sess_0085,2026-05-20T05:47:00+00:00,4.4,,0.1,9.92,1.79,0.29,0.66,9,0.92,-0.6593,85.07
sess_0085,2026-05-20T05:48:00+00:00,29.99,,1.55,292.22,28.11,0.37,0.29,5,1.66,-0.7071,85.08
sess_0085,2026-05-20T05:49:00+00:00,104.2,,4.22,701.42,91.15,0.74,0.08,12,4.6,-0.7518,85.09
